,symbol,name,reportDate,fiscalDateEnding,estimate,currency
6323,V,Visa Inc - Class A,2022-04-25,2022-03-31,1.66,USD
6325,VAC,Marriott Vacations Worldwide Corp,2022-05-03,2022-03-31,1.92,USD
6338,VBTX,Veritex Holdings Inc,2022-04-25,2022-03-31,0.68,USD
6339,VC,Visteon Corp,2022-04-27,2022-03-31,0.71,USD
6343,VCRA,Vocera Communication Inc,2022-04-27,2022-03-31,0.1,USD
6344,VCTR,Victory Capital Holdings Inc - Class A,2022-05-04,2022-03-31,1.25,USD
6347,VEC,Vectrus Inc,2022-02-28,2021-12-31,0.86,USD
6348,VECO,Veeco Instruments Inc,2022-05-02,2022-03-31,0.35,USD
6349,VEEV,Veeva Systems Inc - Class A,2022-03-02,2022-01-31,0.88,USD
6351,VEL,Velocity Financial Inc,2022-03-10,2021-12-31,0.23,USD
6357,VERI,Veritone Inc,2022-03-03,2021-12-31,0.2,USD
6360,VERX,Vertex Inc Class A,2022-03-08,2021-12-31,0.05,USD
6362,VET,Vermilion Energy Inc,2022-03-07,2021-12-31,0.62,USD
6365,VFC,VF Corp,2022-05-19,2022-03-31,0.47,USD
6366,VFF,Village Farms International Inc,2022-03-14,2021-12-31,0.01,USD
6368,VG,Vonage Holdings Corp,2022-05-04,2022-03-31,0.04,USD
6372,VHI,Valhi Inc,2022-03-09,2021-12-31,1.14,USD
6378,VIAC,VIAC,2022-05-04,2022-03-31,1.03,USD
6381,VIAV,Viavi Solutions Inc,2022-05-02,2022-03-31,0.21,USD
6382,VICI,VICI Properties Inc,2022-04-27,2022-03-31,0.45,USD
6385,VIOT,Viomi Technology Co Ltd,2022-03-23,2021-12-31,0.02,USD
6388,VIPS,Vipshop Holdings Ltd,2022-05-17,2022-03-31,0.36,CNY
6389,VIR,Vir Biotechnology Inc,2022-05-04,2022-03-31,4.49,USD
6391,VIRT,Virtu Financial Inc - Class A,2022-05-02,2022-03-31,1.05,USD
6397,VIVO,Meridian Bioscience Inc,2022-05-05,2022-03-31,0.32,USD
6412,VLO,Valero Energy Corp,2022-04-20,2022-03-31,1.4,USD
6414,VLY,Valley National Bancorp,2022-04-27,2022-03-31,0.28,USD
6415,VMC,Vulcan Materials Company,2022-05-02,2022-03-31,0.71,USD
6418,VMI,Valmont Industries Inc,2022-04-19,2022-03-31,2.46,USD
6425,VNO,Vornado Realty Trust,2022-05-02,2022-03-31,0.05,USD
6426,VNOM,Viper Energy Partners LP,2022-05-02,2022-03-31,0.32,USD
6430,VNTR,Venator Materials PLC,2022-05-04,2022-03-31,0.05,USD
6437,VOXX,VOXX International Corp - Class A,2022-05-11,2022-02-28,0.12,USD
6438,VOYA,Voya Financial Inc,2022-05-09,2022-03-31,1.35,USD
6439,VPG,Vishay Precision Group Inc,2022-05-09,2022-03-31,0.42,USD
6442,VRA,Vera Bradley Inc,2022-03-09,2022-02-28,0.26,USD
6449,VREX,Varex Imaging Corp,2022-05-02,2022-03-31,0.25,USD
6455,VRNT,Verint Systems Inc,2022-03-29,2022-01-31,0.56,USD
6457,VRRM,Verra Mobility Corp - Class A,2022-02-28,2021-12-31,0.22,USD
6460,VRSK,Verisk Analytics Inc,2022-05-02,2022-03-31,1.4,USD
6461,VRSN,Verisign Inc,2022-04-20,2022-03-31,1.45,USD
6463,VRTS,Virtus Investment Partners Inc,2022-04-26,2022-03-31,8.23,USD
6464,VRTV,Veritiv Corp,2022-03-01,2021-12-31,2.66,USD
6466,VRTX,Vertex Pharmaceuticals Inc,2022-04-27,2022-03-31,3.51,USD
6468,VSEC,VSE Corp,2022-03-02,2021-12-31,0.78,USD
6470,VSH,Vishay Intertechnology Inc,2022-05-02,2022-03-31,0.58,USD
6472,VSTA,Vasta Platform Ltd Class A,2022-03-29,2021-12-31,0.16,BRL
6476,VSTO,Vista Outdoor Inc,2022-05-04,2022-03-31,1.81,USD
6477,VTOL,Bristow Group Inc,2022-05-24,2022-03-31,0.56,USD
6479,VTRS,Viatris Inc,2022-02-28,2021-12-31,0.83,USD
6482,VTSI,VirTra Inc,2022-03-14,2021-12-31,0.05,USD
6492,VVV,Valvoline Inc,2022-04-26,2022-03-31,0.49,USD
6501,VZ,Verizon Communications Inc,2022-04-22,2022-03-31,1.38,USD
6505,WAB,Westinghouse Air Brake Technologies Corp,2022-04-27,2022-03-31,1.17,USD
6506,WABC,Westamerica Bancorporation,2022-04-13,2022-03-31,0.77,USD
6507,WAFD,Washington Federal Inc,2022-04-11,2022-03-31,0.7,USD
6509,WAL,Western Alliance Bancorp,2022-04-13,2022-03-31,2.13,USD
6510,WASH,Washington Trust Bancorp Inc,2022-04-19,2022-03-31,0.92,USD
6511,WAT,Waters Corp,2022-05-03,2022-03-31,2.33,USD
6514,WB,Weibo Corp,2022-03-16,2021-12-31,0.82,USD
6516,WBA,Walgreens Boots Alliance Inc,2022-03-29,2022-02-28,1.38,USD
6517,WBS,Webster Financial Corp,2022-04-18,2022-03-31,1.13,USD
6519,WCC,Wesco International Inc,2022-05-04,2022-03-31,2.15,USD
6520,WCN,Waste Connections Inc,2022-04-26,2022-03-31,0.83,USD
6521,WD,Walker & Dunlop Inc,2022-05-04,2022-03-31,1.88,USD
6522,WDAY,Workday Inc - Class A,2022-02-28,2022-01-31,0.71,USD
6524,WDC,Western Digital Corp,2022-04-27,2022-03-31,1.61,USD
6526,WDFC,WD-40 Company,2022-04-06,2022-02-28,1.02,USD
6531,WEC,WEC Energy Group Inc,2022-05-02,2022-03-31,1.6,USD
6536,WELL,Welltower Inc,2022-04-26,2022-03-31,0.18,USD
6537,WEN,Wendy`s Co - Class A,2022-03-01,2021-12-31,0.15,USD
6539,WERN,Werner Enterprises Inc,2022-04-26,2022-03-31,0.86,USD
6540,WES,Western Midstream Partners LP,2022-05-09,2022-03-31,0.63,USD
6541,WETF,Wisdomtree Investments Inc,2022-04-28,2022-03-31,0.08,USD
6543,WEX,WEX Inc,2022-04-27,2022-03-31,2.62,USD
6546,WFC,Wells Fargo & Company,2022-04-14,2022-03-31,0.84,USD
6548,WFG,West Fraser Timber Co. Ltd,2022-05-04,2022-03-31,6.6,USD
6553,WGO,Winnebago Industries Inc,2022-03-22,2022-02-28,2.92,USD
6554,WH,Wyndham Hotels & Resorts Inc,2022-04-26,2022-03-31,0.63,USD
6555,WHD,Cactus Inc - Class A,2022-02-28,2021-12-31,0.2,USD
6557,WHF,WhiteHorse Finance Inc,2022-02-28,2021-12-31,0.37,USD
6564,WHR,Whirlpool Corp,2022-04-20,2022-03-31,5.67,USD
6570,WING,Wingstop Inc,2022-04-26,2022-03-31,0.4,USD
6573,WIPKF,WIPKF,2022-03-02,2021-12-31,0.32,USD
6575,WIRE,Encore Wire Corp,2022-04-25,2022-03-31,2.94,USD
6588,WLDN,Willdan Group Inc,2022-03-09,2021-12-31,0.33,USD
6591,WLK,Westlake Corporation,2022-05-02,2022-03-31,3.81,USD
6592,WLKP,Westlake Chemical Partners LP,2022-05-02,2022-03-31,0.56,USD
6593,WLL,Whiting Petroleum Corp (New),2022-05-03,2022-03-31,4.22,USD
6594,WLMS,Williams Industrial Services Group Inc,2022-03-28,2021-12-31,0.04,USD
6599,WM,Waste Management Inc,2022-04-25,2022-03-31,1.13,USD
6600,WMB,Williams Cos Inc,2022-05-02,2022-03-31,0.34,USD
6601,WMC,Western Asset Mortgage Capital Corp,2022-03-02,2021-12-31,0.06,USD
6603,WMG,Warner Music Group Corp - Class A,2022-05-02,2022-03-31,0.24,USD
6606,WMS,Advanced Drainage Systems Inc,2022-05-18,2022-03-31,0.64,USD
6607,WMT,Walmart Inc,2022-05-17,2022-04-30,1.47,USD
6608,WNC,Wabash National Corp,2022-04-26,2022-03-31,0.11,USD
6609,WNEB,Western New England Bancorp Inc,2022-04-25,2022-03-31,0.22,USD
6612,WNS,WNS Holdings Ltd,2022-04-20,2022-03-31,0.87,USD
6614,WOOF,Petco Health and Wellness Co Inc - Class A,2022-03-08,2022-01-31,0.25,USD
6616,WOR,Worthington Industries Inc,2022-03-22,2022-02-28,1.0,USD
6618,WOW,WideOpenWest Inc,2022-04-18,2022-03-31,0.12,USD
6620,WPC,W. P. Carey Inc,2022-04-28,2022-03-31,0.52,USD
6625,WPM,Wheaton Precious Metals Corp,2022-03-10,2021-12-31,0.32,USD
6633,WRB,W.R. Berkley Corp,2022-04-18,2022-03-31,1.37,USD
6636,WRK,WestRock Company,2022-05-03,2022-03-31,1.01,USD
6637,WRLD,World Acceptance Corp,2022-05-04,2022-03-31,5.86,USD
6638,WSBC,Wesbanco Inc,2022-04-25,2022-03-31,0.62,USD
6639,WSBF,Waterstone Financial Inc,2022-04-25,2022-03-31,0.28,USD
6641,WSFS,WSFS Financial Corp,2022-04-20,2022-03-31,0.72,USD
6642,WSM,Williams-Sonoma Inc,2022-03-15,2022-01-31,4.85,USD
6644,WSO,Watsco Inc - Class A,2022-04-20,2022-03-31,1.74,USD
6647,WSR,Whitestone REIT,2022-03-01,2021-12-31,0.06,USD
6649,WST,West Pharmaceutical Services Inc,2022-04-27,2022-03-31,2.14,USD
6652,WTBA,West Bancorporation,2022-04-27,2022-03-31,0.7,USD
6653,WTFC,Wintrust Financial Corp,2022-04-18,2022-03-31,1.52,USD
6654,WTI,W & T Offshore Inc,2022-03-01,2021-12-31,0.05,USD
6657,WTRG,Essential Utilities Inc,2022-05-03,2022-03-31,0.72,USD
6660,WTS,Watts Water Technologies Inc - Class A,2022-05-02,2022-03-31,1.36,USD
6663,WTT,Wireless Telecom Group Inc,2022-03-14,2021-12-31,0.02,USD
6666,WTW,Willis Towers Watson Public Ltd Company,2022-04-27,2022-03-31,2.49,USD
6667,WU,Western Union Company,2022-05-02,2022-03-31,0.45,USD
6672,WW,WW International Inc,2022-03-01,2022-01-31,0.36,USD
6674,WWD,Woodward Inc,2022-05-02,2022-03-31,0.88,USD
6675,WWE,World Wrestling Entertainment Inc - Class A,2022-04-20,2022-03-31,0.62,USD
6678,WWW,Wolverine World Wide Inc,2022-05-10,2022-03-31,0.45,USD
6679,WY,Weyerhaeuser Company,2022-04-28,2022-03-31,0.91,USD
6681,X,United States Steel Corp,2022-04-27,2022-03-31,3.62,USD
6690,XEL,Xcel Energy Inc,2022-04-27,2022-03-31,0.7,USD
6708,XLNX,XLNX,2022-05-02,2022-03-31,1.02,USD
6717,XOM,Exxon Mobil Corp,2022-04-28,2022-03-31,1.82,USD
6718,XOMA,XOMA Corp,2022-03-08,2021-12-31,2.27,USD
6722,XP,XP Inc - Class A,2022-05-02,2022-03-31,0.28,BRL
6723,XPEL,XPEL Inc - Reg S,2022-02-28,2021-12-31,0.3,USD
6725,XPER,Xperi Holding Corp,2022-05-03,2022-03-31,0.43,USD
6728,XPO,XPO Logistics Inc,2022-05-02,2022-03-31,0.92,USD
6730,XRAY,DENTSPLY Sirona Inc,2022-02-28,2021-12-31,0.79,USD
6732,XRX,Xerox Holdings Corp,2022-04-18,2022-03-31,0.13,USD
6739,XYL,Xylem Inc,2022-05-02,2022-03-31,0.42,USD
6747,YETI,YETI Holdings Inc,2022-05-12,2022-03-31,0.32,USD
6762,YORW,York Water Company,2022-03-07,2021-12-31,0.28,USD
6770,YUM,Yum Brands Inc,2022-05-04,2022-03-31,1.09,USD
6771,YUMC,Yum China Holdings Inc,2022-04-25,2022-03-31,0.45,USD
6774,YY,JOYY Inc,2022-03-23,2021-12-31,0.36,USD
6776,ZBH,Zimmer Biomet Holdings Inc,2022-05-02,2022-03-31,1.42,USD
6779,ZBRA,Zebra Technologies Corp - Class A,2022-05-03,2022-03-31,3.99,USD
6780,ZD,Ziff Davis Inc,2022-05-09,2022-03-31,1.21,USD
6781,ZDGE,Zedge Inc - Class B,2022-03-14,2022-01-31,0.15,USD
6783,ZEN,Zendesk Inc,2022-04-27,2022-03-31,0.14,USD
6784,ZEPP,Zepp Health Corporation,2022-03-14,2021-12-31,0.37,USD
6786,ZEUS,Olympic Steel Inc,2022-05-05,2022-03-31,0.88,USD
6789,ZG,Zillow Group Inc - Class A,2022-05-02,2022-03-31,0.25,USD
6791,ZI,ZoomInfo Technologies Inc - Class A,2022-05-02,2022-03-31,0.15,USD
6793,ZION,Zions Bancorporation N.A,2022-04-18,2022-03-31,1.15,USD
6795,ZIP,ZipRecruiter Inc - Class A,2022-03-01,2021-12-31,0.12,USD
6799,ZM,Zoom Video Communications Inc - Class A,2022-02-28,2022-01-31,1.05,USD
6800,ZNGA,Zynga Inc - Class A,2022-05-03,2022-03-31,0.09,USD
6810,ZTO,ZTO Express (Cayman) Inc,2022-03-16,2021-12-31,0.31,USD
6812,ZTS,Zoetis Inc - Class A,2022-05-04,2022-03-31,1.25,USD
6814,ZUMZ,Zumiez Inc,2022-03-09,2022-02-28,1.76,USD
